GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2/12/2020,21900815,Final,1610612756,1610612744,2019,1610612756,112,0.462,0.933,0.378,25,40,1610612744,106,0.506,0.895,0.355,27,38,1
2/12/2020,21900816,Final,1610612762,1610612748,2019,1610612762,116,0.482,0.87,0.389,23,53,1610612748,101,0.432,0.75,0.333,19,37,1
2/12/2020,21900817,Final,1610612743,1610612747,2019,1610612743,116,0.5,0.773,0.44,32,42,1610612747,120,0.505,0.519,0.364,29,49,0
2/11/2020,21900802,Final,1610612755,1610612746,2019,1610612755,110,0.463,0.667,0.296,25,50,1610612746,103,0.444,0.692,0.452,25,42,1
2/11/2020,21900803,Final,1610612764,1610612741,2019,1610612764,126,0.539,0.792,0.344,28,44,1610612741,114,0.478,0.714,0.41,25,44,1
2/11/2020,21900804,Final,1610612740,1610612757,2019,1610612740,138,0.533,0.813,0.412,40,50,1610612757,117,0.473,0.786,0.241,21,40,1
2/11/2020,21900805,Final,1610612760,1610612759,2019,1610612760,106,0.459,0.81,0.355,19,35,1610612759,114,0.488,0.926,0.28,20,46,0
2/11/2020,21900806,Final,1610612745,1610612738,2019,1610612745,116,0.429,0.881,0.289,17,45,1610612738,105,0.435,0.8,0.344,24,48,1
2/10/2020,21900793,Final,1610612765,1610612766,2019,1610612765,76,0.354,0.846,0.2,21,52,1610612766,87,0.375,0.857,0.25,19,45,0
2/10/2020,21900794,Final,1610612754,1610612751,2019,1610612754,105,0.489,0.727,0.233,28,40,1610612751,106,0.402,0.75,0.324,20,53,0
2/10/2020,21900795,Final,1610612753,1610612737,2019,1610612753,135,0.526,0.773,0.474,33,45,1610612737,126,0.534,0.941,0.432,33,31,1
2/10/2020,21900796,Final,1610612761,1610612750,2019,1610612761,137,0.573,0.783,0.515,29,41,1610612750,126,0.453,0.857,0.45,24,38,1
2/10/2020,21900797,Final,1610612749,1610612758,2019,1610612749,123,0.448,0.826,0.429,26,55,1610612758,111,0.416,0.722,0.326,23,49,1
2/10/2020,21900798,Final,1610612742,1610612762,2019,1610612742,119,0.47,0.839,0.349,24,26,1610612762,123,0.59,0.762,0.429,27,45,0
2/10/2020,21900799,Final,1610612743,1610612759,2019,1610612743,127,0.563,0.826,0.514,34,37,1610612759,120,0.482,0.88,0.5,33,36,1
2/10/2020,21900800,Final,1610612744,1610612748,2019,1610612744,101,0.39,0.882,0.324,23,40,1610612748,113,0.494,0.714,0.364,36,45,0
2/10/2020,21900801,Final,1610612747,1610612756,2019,1610612747,125,0.516,0.68,0.378,28,59,1610612756,100,0.421,0.806,0.355,26,29,1
2/9/2020,21900786,Final,1610612760,1610612738,2019,1610612760,111,0.453,0.759,0.407,14,44,1610612738,112,0.452,0.741,0.444,19,53,0
2/9/2020,21900787,Final,1610612737,1610612752,2019,1610612737,140,0.454,0.903,0.35,29,50,1610612752,135,0.473,0.72,0.382,30,56,1
2/9/2020,21900788,Final,1610612755,1610612741,2019,1610612755,118,0.5,0.719,0.407,29,44,1610612741,111,0.489,0.765,0.375,23,42,1
2/9/2020,21900789,Final,1610612764,1610612763,2019,1610612764,99,0.35,0.759,0.212,25,50,1610612763,106,0.422,0.6,0.156,19,62,0
2/9/2020,21900790,Final,1610612745,1610612762,2019,1610612745,113,0.463,0.714,0.357,20,36,1610612762,114,0.488,0.833,0.395,25,48,0
2/9/2020,21900791,Final,1610612739,1610612746,2019,1610612739,92,0.368,0.682,0.212,22,45,1610612746,133,0.57,0.75,0.333,28,52,0
2/9/2020,21900792,Final,1610612757,1610612748,2019,1610612757,115,0.471,0.727,0.452,20,43,1610612748,109,0.398,0.786,0.408,31,49,1
2/8/2020,21900777,Final,1610612753,1610612749,2019,1610612753,95,0.378,0.786,0.25,28,46,1610612749,111,0.452,0.75,0.385,26,62,0
2/8/2020,21900778,Final,1610612766,1610612742,2019,1610612766,100,0.437,0.722,0.306,15,39,1610612742,116,0.506,1,0.486,29,46,0
2/8/2020,21900779,Final,1610612765,1610612752,2019,1610612765,92,0.493,0.688,0.448,21,28,1610612752,95,0.447,0.647,0.364,24,47,0
2/8/2020,21900780,Final,1610612754,1610612740,2019,1610612754,117,0.53,0.741,0.346,25,37,1610612740,124,0.463,0.84,0.395,27,53,0
2/8/2020,21900781,Final,1610612761,1610612751,2019,1610612761,119,0.474,0.714,0.4,22,48,1610612751,118,0.446,0.833,0.364,27,46,1
2/8/2020,21900782,Final,1610612750,1610612746,2019,1610612750,142,0.547,0.667,0.591,39,46,1610612746,115,0.477,0.828,0.346,24,43,1
2/8/2020,21900783,Final,1610612744,1610612747,2019,1610612744,120,0.517,0.652,0.406,31,33,1610612747,125,0.524,0.735,0.483,29,47,0
2/8/2020,21900784,Final,1610612756,1610612743,2019,1610612756,108,0.437,1,0.281,25,41,1610612743,117,0.549,0.762,0.393,23,40,0
2/8/2020,21900785,Final,1610612758,1610612759,2019,1610612758,122,0.523,0.65,0.543,25,39,1610612759,102,0.506,0.722,0.292,23,41,1
2/7/2020,21900769,Final,1610612755,1610612763,2019,1610612755,119,0.533,0.6,0.56,34,50,1610612763,107,0.409,0.839,0.238,25,40,1
2/7/2020,21900770,Final,1610612764,1610612742,2019,1610612764,119,0.5,0.769,0.5,28,39,1610612742,118,0.462,0.857,0.4,27,49,1
2/7/2020,21900771,Final,1610612738,1610612737,2019,1610612738,112,0.43,0.815,0.432,23,47,1610612737,107,0.407,0.923,0.333,21,46,1
2/7/2020,21900772,Final,1610612754,1610612761,2019,1610612754,106,0.453,0.818,0.294,26,47,1610612761,115,0.477,0.824,0.447,28,39,0
2/7/2020,21900773,Final,1610612760,1610612765,2019,1610612760,108,0.513,0.833,0.217,21,42,1610612765,101,0.427,0.737,0.289,19,37,1
2/7/2020,21900774,Final,1610612756,1610612745,2019,1610612756,127,0.558,0.963,0.484,29,51,1610612745,91,0.341,0.846,0.229,16,29,1
2/7/2020,21900775,Final,1610612758,1610612748,2019,1610612758,105,0.488,0.5,0.432,29,36,1610612748,97,0.442,0.68,0.3,21,42,1
2/7/2020,21900776,Final,1610612762,1610612757,2019,1610612762,117,0.495,0.708,0.333,21,56,1610612757,114,0.454,0.643,0.425,14,43,1
2/6/2020,21900764,Final,1610612752,1610612753,2019,1610612752,105,0.467,0.684,0.3,27,39,1610612753,103,0.453,0.867,0.29,22,39,1
2/6/2020,21900765,Final,1610612741,1610612740,2019,1610612741,119,0.495,0.609,0.448,25,40,1610612740,125,0.563,0.579,0.421,38,45,0
2/6/2020,21900766,Final,1610612749,1610612755,2019,1610612749,112,0.468,0.667,0.324,19,60,1610612755,101,0.374,0.571,0.422,24,50,1
2/6/2020,21900767,Final,1610612757,1610612759,2019,1610612757,125,0.533,0.75,0.486,28,50,1610612759,117,0.446,0.893,0.357,25,39,1
2/6/2020,21900768,Final,1610612747,1610612745,2019,1610612747,111,0.495,0.75,0.29,33,38,1610612745,121,0.506,0.889,0.452,20,37,0
2/5/2020,21900755,Final,1610612765,1610612756,2019,1610612765,116,0.484,0.75,0.429,31,42,1610612756,108,0.545,0.8,0.462,29,37,1
2/5/2020,21900756,Final,1610612738,1610612753,2019,1610612738,116,0.535,0.688,0.565,23,41,1610612753,100,0.427,0.767,0.419,20,39,1
2/5/2020,21900757,Final,1610612751,1610612744,2019,1610612751,129,0.51,0.867,0.412,29,65,1610612744,88,0.365,0.722,0.128,20,34,1
2/5/2020,21900758,Final,1610612761,1610612754,2019,1610612761,119,0.5,0.875,0.375,27,37,1610612754,118,0.524,0.813,0.487,29,42,1
2/5/2020,21900759,Final,1610612750,1610612737,2019,1610612750,120,0.495,0.75,0.257,18,33,1610612737,127,0.524,0.933,0.406,23,44,0
2/5/2020,21900760,Final,1610612760,1610612739,2019,1610612760,109,0.469,0.8,0.346,21,40,1610612739,103,0.461,0.545,0.395,31,45,1
2/5/2020,21900761,Final,1610612742,1610612763,2019,1610612742,107,0.362,0.917,0.395,19,42,1610612763,121,0.528,0.75,0.48,27,52,0
2/5/2020,21900762,Final,1610612762,1610612743,2019,1610612762,95,0.419,0.643,0.359,20,46,1610612743,98,0.433,0.722,0.233,23,52,0
2/5/2020,21900763,Final,1610612746,1610612748,2019,1610612746,128,0.506,0.737,0.444,35,51,1610612748,111,0.43,0.714,0.381,29,46,1
2/4/2020,21900751,Final,1610612740,1610612749,2019,1610612740,108,0.384,0.75,0.286,26,49,1610612749,120,0.471,0.765,0.306,34,53,0
2/4/2020,21900752,Final,1610612745,1610612766,2019,1610612745,125,0.443,0.826,0.333,25,41,1610612766,110,0.47,0.792,0.394,22,53,1
2/4/2020,21900753,Final,1610612743,1610612757,2019,1610612743,127,0.511,0.72,0.5,30,50,1610612757,99,0.396,0.818,0.29,16,36,1
2/4/2020,21900754,Final,1610612747,1610612759,2019,1610612747,129,0.588,0.68,0.429,28,58,1610612759,102,0.44,0.6,0.481,21,28,1
2/3/2020,21900741,Final,1610612766,1610612753,2019,1610612766,100,0.461,0.643,0.29,24,46,1610612753,112,0.538,0.588,0.471,35,37,0
2/3/2020,21900742,Final,1610612739,1610612752,2019,1610612739,134,0.565,0.667,0.514,34,34,1610612752,139,0.559,0.714,0.385,33,46,0
2/3/2020,21900743,Final,1610612754,1610612742,2019,1610612754,103,0.458,0.727,0.206,28,40,1610612742,112,0.419,0.957,0.4,20,51,0
2/3/2020,21900744,Final,1610612764,1610612744,2019,1610612764,117,0.506,0.828,0.409,28,35,1610612744,125,0.494,0.774,0.5,31,44,0
2/3/2020,21900745,Final,1610612737,1610612738,2019,1610612737,115,0.5,0.905,0.4,22,32,1610612738,123,0.533,0.882,0.414,21,44,0
2/3/2020,21900746,Final,1610612751,1610612756,2019,1610612751,119,0.483,0.857,0.441,28,44,1610612756,97,0.433,0.722,0.353,23,43,1
2/3/2020,21900747,Final,1610612748,1610612755,2019,1610612748,137,0.565,0.833,0.5,27,35,1610612755,106,0.434,0.84,0.342,24,44,1
2/3/2020,21900748,Final,1610612763,1610612765,2019,1610612763,96,0.467,0.833,0.118,27,47,1610612765,82,0.347,0.667,0.308,21,51,1
2/3/2020,21900749,Final,1610612758,1610612750,2019,1610612758,113,0.507,0.742,0.519,26,34,1610612750,109,0.435,0.786,0.342,25,45,1
2/3/2020,21900750,Final,1610612746,1610612759,2019,1610612746,108,0.464,0.792,0.407,28,51,1610612759,105,0.421,0.813,0.324,21,46,1
2/2/2020,21900737,Final,1610612765,1610612743,2019,1610612765,128,0.511,0.75,0.452,33,43,1610612743,123,0.5,0.773,0.313,30,47,1
2/2/2020,21900738,Final,1610612745,1610612740,2019,1610612745,117,0.39,0.864,0.314,22,43,1610612740,109,0.447,0.75,0.303,21,63,1
2/2/2020,21900739,Final,1610612749,1610612756,2019,1610612749,129,0.495,0.667,0.395,30,60,1610612756,108,0.394,0.87,0.261,20,49,1
2/2/2020,21900740,Final,1610612761,1610612741,2019,1610612761,129,0.56,0.826,0.471,28,46,1610612741,102,0.389,0.654,0.313,25,41,1
2/1/2020,21900727,Final,1610612746,1610612750,2019,1610612746,118,0.459,0.889,0.353,20,50,1610612750,106,0.405,0.838,0.179,24,44,1
2/1/2020,21900728,Final,1610612754,1610612752,2019,1610612754,85,0.421,0.619,0.333,21,34,1610612752,92,0.415,0.739,0.269,19,57,0
2/1/2020,21900729,Final,1610612753,1610612748,2019,1610612753,89,0.398,0.824,0.273,21,39,1610612748,102,0.429,0.808,0.455,24,48,0
2/1/2020,21900730,Final,1610612739,1610612744,2019,1610612739,112,0.432,1,0.364,26,46,1610612744,131,0.533,0.895,0.514,39,44,0
2/1/2020,21900731,Final,1610612764,1610612751,2019,1610612764,113,0.44,0.615,0.281,21,51,1610612751,107,0.415,0.619,0.34,25,53,1
2/1/2020,21900732,Final,1610612738,1610612755,2019,1610612738,116,0.475,0.78,0.267,15,42,1610612755,95,0.369,0.839,0.212,15,47,1
2/1/2020,21900733,Final,1610612742,1610612737,2019,1610612742,123,0.468,0.938,0.513,26,53,1610612737,100,0.407,0.762,0.303,19,50,1
2/1/2020,21900734,Final,1610612759,1610612766,2019,1610612759,114,0.517,0.667,0.357,27,44,1610612766,90,0.422,0.833,0.278,29,37,1
2/1/2020,21900736,Final,1610612758,1610612747,2019,1610612758,113,0.429,0.808,0.318,21,44,1610612747,129,0.512,0.815,0.442,33,46,0
2/1/2020,21900735,Final,1610612757,1610612762,2019,1610612757,124,0.511,0.833,0.517,20,51,1610612762,107,0.426,1,0.439,19,37,1
1/31/2020,21900720,Final,1610612765,1610612761,2019,1610612765,92,0.354,0.735,0.306,18,45,1610612761,105,0.518,0.727,0.333,26,42,0
1/31/2020,21900721,Final,1610612751,1610612741,2019,1610612751,133,0.625,0.72,0.484,31,37,1610612741,118,0.488,0.846,0.353,27,38,1
1/31/2020,21900722,Final,1610612745,1610612742,2019,1610612745,128,0.459,0.85,0.467,25,37,1610612742,121,0.478,0.778,0.389,29,52,1
1/31/2020,21900723,Final,1610612740,1610612763,2019,1610612740,139,0.537,0.846,0.441,30,57,1610612763,111,0.469,0.577,0.194,17,34,1
1/31/2020,21900724,Final,1610612749,1610612743,2019,1610612749,115,0.453,0.654,0.3,29,46,1610612743,127,0.48,1,0.478,29,50,0
1/31/2020,21900725,Final,1610612756,1610612760,2019,1610612756,107,0.474,0.897,0.375,20,40,1610612760,111,0.433,0.909,0.226,26,41,0
1/31/2020,21900726,Final,1610612747,1610612757,2019,1610612747,119,0.469,0.643,0.344,28,62,1610612757,127,0.505,0.762,0.361,25,40,0
1/30/2020,21900714,Final,1610612739,1610612761,2019,1610612739,109,0.467,0.857,0.361,23,52,1610612761,115,0.488,0.75,0.375,23,37,0
1/30/2020,21900715,Final,1610612764,1610612766,2019,1610612764,121,0.477,0.926,0.378,24,57,1610612766,107,0.434,0.632,0.3,32,38,1
1/30/2020,21900716,Final,1610612737,1610612755,2019,1610612737,127,0.483,0.865,0.314,29,48,1610612755,117,0.463,0.711,0.29,22,42,1
1/30/2020,21900717,Final,1610612738,1610612744,2019,1610612738,119,0.477,0.909,0.429,27,51,1610612744,104,0.429,0.867,0.308,24,30,1
1/30/2020,21900718,Final,1610612743,1610612762,2019,1610612743,106,0.471,0.81,0.333,25,43,1610612762,100,0.462,0.647,0.459,24,35,1
1/30/2020,21900719,Final,1610612746,1610612758,2019,1610612746,103,0.38,0.8,0.419,26,39,1610612758,124,0.5,0.833,0.512,27,47,0
